#string_protein_id	preferred_name	protein_size	annotation
1280.SAXN108_0296	psuG	307	Catalyzes the reversible cleavage of pseudouridine 5'- phosphate (PsiMP) to ribose 5-phosphate and uracil. Functions biologically in the cleavage direction, as part of a pseudouridine degradation pathway
1280.SAXN108_0297	AID38738.1	406	annotation not available
1280.SAXN108_0298	AID38739.1	510	Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family
1280.SAXN108_0299	nanA	293	Catalyzes the reversible aldol cleavage of N-acetylneuraminic acid (sialic acid; Neu5Ac) to form pyruvate and N-acetylmannosamine (ManNAc) via a Schiff base intermediate
1280.SAXN108_0300	AID38741.1	286	annotation not available
1280.SAXN108_0301	AID38742.1	266	annotation not available
1280.SAXN108_0302	nanE	222	Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N- acetylglucosamine-6-phosphate (GlcNAc-6-P)
1280.SAXN108_0303	AID38744.1	424	annotation not available
1280.SAXN108_0304	AID38745.1	44	annotation not available
1280.SAXN108_0305	lip2	435	annotation not available
1280.SAXN108_0306	AID38747.1	191	annotation not available
1280.SAXN108_0307	AID38748.1	401	annotation not available
1280.SAXN108_0308	AID38749.1	237	annotation not available
1280.SAXN108_0309	AID38750.1	61	annotation not available
1280.SAXN108_0310	AID38751.1	48	annotation not available
1280.SAXN108_0311	AID38752.1	284	annotation not available
1280.SAXN108_0312	AID38753.1	238	annotation not available
1280.SAXN108_0313	AID38754.1	80	annotation not available
1280.SAXN108_0314	AID38755.1	147	annotation not available
1280.SAXN108_0315	AID38756.1	46	annotation not available
1280.SAXN108_0316	AID38757.1	69	annotation not available
1280.SAXN108_0317	AID38758.1	250	annotation not available
1280.SAXN108_0318	AID38759.1	86	annotation not available
1280.SAXN108_0319	AID38760.1	108	annotation not available
1280.SAXN108_0320	AID38761.1	72	annotation not available
1280.SAXN108_0321	AID38762.1	87	annotation not available
1280.SAXN108_0322	AID38763.1	53	annotation not available
1280.SAXN108_0323	AID38764.1	108	annotation not available
1280.SAXN108_0324	AID38765.1	86	annotation not available
1280.SAXN108_0325	AID38766.1	178	annotation not available
1280.SAXN108_0326	AID38767.1	216	annotation not available
1280.SAXN108_0327	AID38768.1	147	annotation not available
1280.SAXN108_0328	AID38769.1	231	annotation not available
1280.SAXN108_0329	AID38770.1	264	annotation not available
1280.SAXN108_0330	AID38771.1	118	annotation not available
1280.SAXN108_0331	AID38772.1	413	annotation not available
1280.SAXN108_0332	AID38773.1	59	annotation not available
1280.SAXN108_0333	AID38774.1	73	annotation not available
1280.SAXN108_0334	AID38775.1	135	annotation not available
1280.SAXN108_0335	AID38776.1	61	annotation not available
1280.SAXN108_0336	AID38777.1	204	annotation not available
1280.SAXN108_0337	AID38778.1	80	annotation not available
1280.SAXN108_0338	AID38779.1	37	annotation not available
1280.SAXN108_0339	AID38780.1	110	annotation not available
1280.SAXN108_0340	AID38781.1	136	annotation not available
1280.SAXN108_0341	AID38782.1	178	annotation not available
1280.SAXN108_0342	AID38783.1	68	annotation not available
1280.SAXN108_0343	AID38784.1	128	annotation not available
1280.SAXN108_0344	AID38785.1	49	annotation not available
1280.SAXN108_0345	AID38786.1	66	annotation not available
1280.SAXN108_0346	AID38787.1	138	annotation not available
1280.SAXN108_0347	AID38788.1	99	annotation not available
1280.SAXN108_0348	AID38789.1	114	annotation not available
1280.SAXN108_0349	AID38790.1	461	annotation not available
1280.SAXN108_0350	AID38791.1	395	annotation not available
1280.SAXN108_0351	AID38792.1	245	annotation not available
1280.SAXN108_0352	AID38793.1	381	annotation not available
1280.SAXN108_0353	AID38794.1	86	annotation not available
1280.SAXN108_0354	AID38795.1	94	annotation not available
1280.SAXN108_0355	AID38796.1	120	annotation not available
1280.SAXN108_0356	AID38797.1	134	annotation not available
1280.SAXN108_0357	AID38798.1	135	annotation not available
1280.SAXN108_0358	AID38799.1	198	annotation not available
1280.SAXN108_0359	AID38800.1	46	annotation not available
1280.SAXN108_0360	AID38801.1	116	annotation not available
1280.SAXN108_0361	AID38802.1	45	annotation not available
1280.SAXN108_0362	AID38803.1	1509	annotation not available
1280.SAXN108_0363	AID38804.1	494	annotation not available
1280.SAXN108_0364	AID38805.1	988	annotation not available
1280.SAXN108_0365	AID38806.1	50	annotation not available
1280.SAXN108_0366	AID38807.1	95	annotation not available
1280.SAXN108_0367	AID38808.1	98	annotation not available
1280.SAXN108_0368	AID38809.1	100	annotation not available
1280.SAXN108_0369	AID38810.1	484	Has weak lytic activity toward S.aureus cells. Full-length protein has no activity, but fusion of the Peptidase C51 domain to the lysostaphin SH3 cell wall binding domain yields an active chimeric enzyme, suggesting that PH may be functional. 
1280.SAXN108_0370	AID38811.1	275	annotation not available
1280.SAXN108_0371	AID38812.1	404	annotation not available
1280.SAXN108_0372	AID38813.1	333	annotation not available
1280.SAXN108_0373	AID38814.1	110	annotation not available
1280.SAXN108_0374	AID38815.1	266	annotation not available
1280.SAXN108_0375	AID38816.1	315	annotation not available
1280.SAXN108_0376	AID38817.1	340	annotation not available
1280.SAXN108_0377	AID38818.1	341	annotation not available
1280.SAXN108_0378	AID38819.1	448	annotation not available
1280.SAXN108_0379	AID38820.1	94	annotation not available
1280.SAXN108_0380	AID38821.1	147	annotation not available
1280.SAXN108_0381	AID38822.1	651	annotation not available
1280.SAXN108_0382	AID38823.1	139	annotation not available
1280.SAXN108_0383	mepA	451	Multidrug resistance efflux protein involved in transporting several clinically relevant monovalent and divalent biocides and the fluoroquinolone antimicrobial agents norfloxacin and ciprofloxacin. Required for transcription of agr and RNAIII and involved in the production of protein A (spa) and toxins alpha, beta and delta. 
1280.SAXN108_0384	AID38825.1	138	annotation not available
1280.SAXN108_0385	SAXN108_0385	452	annotation not available
1280.SAXN108_0386	SAXN108_0386	308	annotation not available
1280.SAXN108_0387	AID38828.1	353	annotation not available
1280.SAXN108_0388	AID38829.1	188	annotation not available
1280.SAXN108_0389	AID38830.1	135	annotation not available
1280.SAXN108_0390	AID38831.1	331	annotation not available
1280.SAXN108_0391	AID38832.1	181	annotation not available
1280.SAXN108_0392	AID38833.1	218	annotation not available
1280.SAXN108_0393	AID38834.1	53	annotation not available
1280.SAXN108_0394	AID38835.1	409	Involved in the recovery of exogenous heme iron. Extracts iron from heme while preserving the tetrapyrrol ring intact. 
1280.SAXN108_0395	AID38836.1	570	annotation not available
1280.SAXN108_0396	tatC	201	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin- arginine motif in their signal peptide across membranes. 
1280.SAXN108_0397	tatA	71	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin- arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system. 
1280.SAXN108_0398	AID38839.1	129	annotation not available
1280.SAXN108_0399	AID38840.1	67	annotation not available
1280.SAXN108_0400	AID38841.1	237	annotation not available
1280.SAXN108_0401	AID38842.1	280	annotation not available
1280.SAXN108_0402	AID38843.1	209	annotation not available
1280.SAXN108_0403	AID38844.1	377	annotation not available
1280.SAXN108_0404	AID38845.1	393	Belongs to the thiolase-like superfamily. Thiolase family. 
1280.SAXN108_0405	AID38846.1	250	annotation not available
1280.SAXN108_0406	metE	742	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation
1280.SAXN108_0407	AID38848.1	613	annotation not available
1280.SAXN108_0408	AID38849.1	386	annotation not available
1280.SAXN108_0409	AID38850.1	367	annotation not available
1280.SAXN108_0410	AID38851.1	265	Belongs to the ParB family. 
1280.SAXN108_0411	AID38852.1	293	annotation not available
1280.SAXN108_0412	AID38853.1	67	annotation not available
1280.SAXN108_0413	ychF	365	ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner. 
1280.SAXN108_0414	AID38855.1	63	annotation not available
1280.SAXN108_0415	rpsF	98	Binds together with S18 to 16S ribosomal RNA. 
1280.SAXN108_0416	SAXN108_0416	167	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism. 
1280.SAXN108_0417	rpsR	80	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit
1280.SAXN108_0418	AID38859.1	324	annotation not available
1280.SAXN108_0419	AID38860.1	37	annotation not available
1280.SAXN108_0420	AID38861.1	52	annotation not available
1280.SAXN108_0421	selX	203	Plays a role in the inhibition of the host innate immune system. Inhibits phagocytosis and killing by human neutrophils by interacting with multiple neutrophil surface glycoproteins in a sialic acid-dependent manner
1280.SAXN108_0422	AID38863.1	122	annotation not available
1280.SAXN108_0423	AID38864.1	190	annotation not available
1280.SAXN108_0424	AID38865.1	87	annotation not available
1280.SAXN108_0425	AID38866.1	83	annotation not available
1280.SAXN108_0426	AID38867.1	193	Belongs to the phosphoglycerate mutase family. 
1280.SAXN108_0427	AID38868.1	127	annotation not available
1280.SAXN108_0428	AID38869.1	208	annotation not available
1280.SAXN108_0429	AID38870.1	85	annotation not available
1280.SAXN108_0430	ahpF	507	Serves to protect the cell against DNA damage by alkyl hydroperoxides. It can use either NADH or NADPH as electron donor for direct reduction of redox dyes or of alkyl hydroperoxides when combined with the AhpC protein (By similarity)
1280.SAXN108_0431	ahpC	189	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides. Is important for survival under desiccation conditions. Not required for virulence although is necessary for nasal colonization
1280.SAXN108_0432	nfrA	251	Reduces FMN, organic nitro compounds and disulfide DTNB. Involved in maintenance of the cellular redox state and the disulfide stress response
1280.SAXN108_0433	AID38874.1	462	Belongs to the dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family
1280.SAXN108_0434	AID38875.1	318	annotation not available
1280.SAXN108_0435	AID38876.1	220	annotation not available
1280.SAXN108_0436	AID38877.1	135	annotation not available
1280.SAXN108_0437	xpt	192	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis
1280.SAXN108_0438	SAXN108_0438	422	annotation not available
1280.SAXN108_0439	guaB	488	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate-limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. 
1280.SAXN108_0440	guaA	513	Catalyzes the synthesis of GMP from XMP
1280.SAXN108_0441	AID38882.1	334	annotation not available
1280.SAXN108_0442	AID38883.1	66	annotation not available
1280.SAXN108_0443	AID38884.1	76	annotation not available
1280.SAXN108_0444	AID38885.1	140	annotation not available
1280.SAXN108_0445	AID38886.1	117	annotation not available
1280.SAXN108_0446	AID38887.1	476	annotation not available
1280.SAXN108_0447	AID38888.1	152	annotation not available
1280.SAXN108_0448	AID38889.1	309	annotation not available
1280.SAXN108_0449	AID38890.1	340	annotation not available
1280.SAXN108_0450	AID38891.1	675	annotation not available
1280.SAXN108_0451	AID38892.1	814	annotation not available
1280.SAXN108_0452	AID38893.1	185	annotation not available
1280.SAXN108_0453	AID38894.1	165	annotation not available
1280.SAXN108_0454	AID38895.1	209	annotation not available
1280.SAXN108_0455	AID38896.1	242	annotation not available
1280.SAXN108_0456	AID38897.1	475	annotation not available
1280.SAXN108_0457	AID38898.1	42	annotation not available
1280.SAXN108_0458	AID38899.1	166	annotation not available
1280.SAXN108_0459	AID38900.1	259	annotation not available
1280.SAXN108_0460	AID38901.1	73	annotation not available
1280.SAXN108_0461	AID38902.1	394	annotation not available
1280.SAXN108_0462	AID38903.1	44	annotation not available
1280.SAXN108_0463	AID38904.1	428	annotation not available
1280.SAXN108_0464	AID38905.1	257	annotation not available
1280.SAXN108_0465	AID38906.1	125	annotation not available
1280.SAXN108_0466	AID38907.1	104	annotation not available
1280.SAXN108_0467	AID38908.1	597	annotation not available
1280.SAXN108_0468	AID38909.1	728	annotation not available
1280.SAXN108_0469	AID38910.1	283	annotation not available
